ICD_Code,ICD_Group,Name
V0401,V,Pedestrian on rolr-skt injured in collision w hv veh nontra
V0402,V,Ped on skateboard injured in collision w hv veh nontraf
V0403,V,Ped on stnd micr-mob conv inj in clsn with hv veh nontraf
V04031,V,Ped on stnd electr scoot injured in clsn with hv veh nontra
V04038,V,Ped on other stnd micr-mob conv inj clsn with hv veh nontra
V0409,V,Pedestrian w convey injured in collision w hv veh nontraf
V041,V,Pedestrian injured in collision w hv veh in traffic acciden
V0410,V,Pedestrian on foot injured in collision w hv veh in traf
V0411,V,Pedestrian on rolr-skt injured in collision w hv veh in tra
V0412,V,Ped on skateboard injured in collision w hv veh in traf
V0413,V,Ped on stnd micr-mob conv inj in clsn with hv veh in traf
V04131,V,Ped on stnd electr scoot injured in clsn with hv veh in tra
V04138,V,Ped on other stnd micr-mob conv inj clsn with hv veh in tra
V0419,V,Pedestrian w convey injured in collision w hv veh in traf
V049,V,"Pedestrian injured in collision w hv veh, unsp"
V0490,V,"Pedestrian on foot injured in collision w hv veh, unsp"
V0491,V,"Pedestrian on rolr-skt injured in collision w hv veh, unsp"
V0492,V,"Pedestrian on skateboard injured in collision w hv veh, uns"
V0493,V,"Ped on stnd micr-mob conv injured in clsn with hv veh, unsp"
V04931,V,"Ped on stnd electr scoot injured in clsn with hv veh, unsp"
V04938,V,"Ped on other stnd micr-mob conv inj clsn with hv veh, unsp"
V0499,V,"Pedestrian w convey injured in collision w hv veh, unsp"
V05,V,Pedestrian injured in collision w rail trn/veh
V050,V,Pedestrian injured in collision w rail trn/veh nontraf
V0500,V,Ped on foot injured in collision w rail trn/veh nontraf
V0501,V,Ped on rolr-skt injured in collision w rail trn/veh nontraf
V0502,V,Ped on sktbrd injured in collision w rail trn/veh nontraf
V0503,V,Ped on stnd micr-mob conv injured in clsn train/veh nontraf
V05031,V,Ped on stnd electr scoot injured in clsn train/veh nontraf
V05038,V,Ped on other stnd micr-mob conv inj clsn train/veh nontraf
V0509,V,Ped w convey injured in collision w rail trn/veh nontraf
V051,V,Pedestrian injured in collision w rail trn/veh in traf
V0510,V,Ped on foot injured in collision w rail trn/veh in traf
V0511,V,Ped on rolr-skt injured in collision w rail trn/veh in traf
V0512,V,Ped on sktbrd injured in collision w rail trn/veh in traf
V0513,V,Ped on stnd micr-mob conv injured in clsn train/veh in traf
V05131,V,Ped on stnd electr scoot injured in clsn train/veh in traf
V05138,V,Ped on other stnd micr-mob conv inj clsn train/veh in traf
V0519,V,Ped w convey injured in collision w rail trn/veh in traf
V059,V,"Pedestrian injured in collision w rail trn/veh, unsp"
V0590,V,"Pedestrian on foot injured in collision w rail trn/veh, uns"
V0591,V,"Ped on rolr-skt injured in collision w rail trn/veh, unsp"
V0592,V,"Ped on skateboard injured in collision w rail trn/veh, unsp"
V0593,V,"Ped on stnd micr-mob conv injured in clsn train/veh, unsp"
V05931,V,"Ped on stnd electr scoot injured in clsn train/veh, unsp"
V05938,V,"Ped on other stnd micr-mob conv inj in clsn train/veh, unsp"
V0599,V,"Ped w convey injured in collision w rail trn/veh, unsp"
V06,V,Pedestrian injured in collision with other nonmotor vehicle
V060,V,Pedestrian injured in collision w nonmtr vehicle nontraf
V0600,V,Ped on foot injured in collision w nonmtr vehicle nontraf
V0601,V,Ped on rolr-skt injured in clsn w nonmtr vehicle nontraf
V0602,V,Ped on sktbrd injured in collision w nonmtr vehicle nontraf
V0603,V,Ped on stnd micr-mob conv injured in clsn oth non-mv nontra
V06031,V,Ped on stnd electr scoot injured in clsn oth non-mv nontraf
V06038,V,Ped on other stnd micr-mob conv inj clsn oth non-mv nontraf
V0609,V,Ped w convey injured in collision w nonmtr vehicle nontraf
V061,V,Pedestrian injured in collision w nonmtr vehicle in traf
V0610,V,Ped on foot injured in collision w nonmtr vehicle in traf
V0611,V,Ped on rolr-skt injured in clsn w nonmtr vehicle in traf
V0612,V,Ped on sktbrd injured in collision w nonmtr vehicle in traf
V0613,V,Ped on stnd micr-mob conv injured in clsn oth non-mv in tra
V06131,V,Ped on stnd electr scoot injured in clsn oth non-mv in traf
V06138,V,Ped on other stnd micr-mob conv inj clsn oth non-mv in traf
V0619,V,Ped w convey injured in collision w nonmtr vehicle in traf
V069,V,"Pedestrian injured in collision w oth nonmotor vehicle, uns"
V0690,V,"Ped on foot injured in collision w nonmtr vehicle, unsp"
V0691,V,"Ped on rolr-skt injured in collision w nonmtr vehicle, unsp"
V0692,V,"Ped on sktbrd injured in collision w nonmtr vehicle, unsp"
V0693,V,"Ped on stnd micr-mob conv injured in clsn oth non-mv, unsp"
V06931,V,"Ped on stnd electr scoot injured in clsn oth non-mv, unsp"
V06938,V,"Ped on other stnd micr-mob conv inj in clsn oth non-mv, uns"
V0699,V,"Ped w convey injured in collision w nonmtr vehicle, unsp"
V09,V,Pedestrian injured in other and unsp transport accidents
V090,V,Pedestrian injured nontraf involving oth and unsp mv
V0900,V,Pedestrian injured in nontraffic accident involving unsp mv
V0901,V,Pedestrian injured nontraf involving military vehicle
V0909,V,Pedestrian injured in nontraffic accident involving oth mv
V091,V,Pedestrian injured in unspecified nontraffic accident
V092,V,Pedestrian injured in traf involving oth and unsp mv
V0920,V,Pedestrian injured in traffic accident involving unsp mv
V0921,V,Pedestrian injured in traf involving military vehicle
V0929,V,Pedestrian injured in traffic accident involving oth mv
V093,V,Pedestrian injured in unspecified traffic accident
V099,V,Pedestrian injured in unspecified transport accident
V10,V,Pedal cycle rider injured in collision w ped/anml
V100,V,Pedal cycle driver injured in collision w ped/anml nontraf
V101,V,Pedl cyc passenger injured in collision w ped/anml nontraf
V102,V,Unsp pedal cyclist injured in collision w ped/anml nontraf
V103,V,Prsn brd/alit a pedal cycle injured in collision w ped/anml
V104,V,Pedal cycle driver injured in collision w ped/anml in traf
V105,V,Pedl cyc passenger injured in collision w ped/anml in traf
V109,V,Unsp pedal cyclist injured in collision w ped/anml in traf
V11,V,Pedal cycle rider injured in collision with oth pedal cycle
V110,V,Pedl cyc driver injured in collision w oth pedl cyc nontraf
V111,V,Pedl cyc passenger injured in clsn w oth pedl cyc nontraf
V112,V,Unsp pedl cyclst injured in collision w oth pedl cyc nontra
V113,V,Prsn brd/alit pedl cyc injured in collision w oth pedl cyc
V114,V,Pedl cyc driver injured in collision w oth pedl cyc in traf
V115,V,Pedl cyc passenger injured in clsn w oth pedl cyc in traf
V119,V,Unsp pedl cyclst injured in collision w oth pedl cyc in tra
V12,V,Pedal cycle rider injured in collision w 2/3-whl mv
V120,V,Pedal cycle driver injured in collision w 2/3-whl mv nontra
V121,V,Pedl cyc passenger injured in collision w 2/3-whl mv nontra
V122,V,Unsp pedal cyclist injured in collision w 2/3-whl mv nontra
V123,V,Prsn brd/alit pedl cyc injured in collision w 2/3-whl mv
V124,V,Pedal cycle driver injured in collision w 2/3-whl mv in tra
V125,V,Pedl cyc passenger injured in collision w 2/3-whl mv in tra
V129,V,Unsp pedal cyclist injured in collision w 2/3-whl mv in tra
V13,V,"Pedal cycle rider injured pick-up truck, pk-up/van"
V130,V,"Pedal cycle driver injured pick-up truck, pk-up/van nontraf"
V131,V,"Pedl cyc passenger injured pick-up truck, pk-up/van nontraf"
V132,V,"Unsp pedal cyclist injured pick-up truck, pk-up/van nontraf"
V133,V,"Prsn brd/alit a pedal cycle injured pick-up truck, pk-up/va"
V134,V,"Pedal cycle driver injured pick-up truck, pk-up/van in traf"
V135,V,"Pedl cyc passenger injured pick-up truck, pk-up/van in traf"
V139,V,"Unsp pedal cyclist injured pick-up truck, pk-up/van in traf"
V14,V,Pedal cycle rider injured in collision w hv veh
V140,V,Pedal cycle driver injured in collision w hv veh nontraf
V141,V,Pedal cycle passenger injured in collision w hv veh nontraf
V142,V,Unsp pedal cyclist injured in collision w hv veh nontraf
V143,V,Prsn brd/alit a pedal cycle injured in collision w hv veh
V144,V,Pedal cycle driver injured in collision w hv veh in traf
V145,V,Pedal cycle passenger injured in collision w hv veh in traf
V149,V,Unsp pedal cyclist injured in collision w hv veh in traf
V15,V,Pedal cycle rider injured in collision w rail trn/veh
V150,V,Pedl cyc driver injured in collision w rail trn/veh nontraf
V151,V,Pedl cyc passenger injured in clsn w rail trn/veh nontraf
V152,V,Unsp pedl cyclst injured in collision w rail trn/veh nontra
V153,V,Prsn brd/alit pedl cyc injured in collision w rail trn/veh
V154,V,Pedl cyc driver injured in collision w rail trn/veh in traf
V155,V,Pedl cyc passenger injured in clsn w rail trn/veh in traf
V159,V,Unsp pedl cyclst injured in collision w rail trn/veh in tra
V16,V,Pedal cycle rider injured in collision w nonmtr vehicle
V160,V,Pedl cyc driver injured in clsn w nonmtr vehicle nontraf
V161,V,Pedl cyc passenger injured in clsn w nonmtr vehicle nontraf
V162,V,Unsp pedl cyclst injured in clsn w nonmtr vehicle nontraf
V163,V,Prsn brd/alit pedl cyc inj in clsn w nonmtr vehicle nontraf
V164,V,Pedl cyc driver injured in clsn w nonmtr vehicle in traf
V165,V,Pedl cyc passenger injured in clsn w nonmtr vehicle in traf
V169,V,Unsp pedl cyclst injured in clsn w nonmtr vehicle in traf
V17,V,Pedal cycle rider injured in collision w statnry object
V170,V,Pedl cyc driver injured in clsn w statnry object nontraf
V171,V,Pedl cyc passenger injured in clsn w statnry object nontraf
V172,V,Unsp pedl cyclst injured in clsn w statnry object nontraf
V173,V,Prsn brd/alit pedl cyc injured in collision w statnry objec
V174,V,Pedl cyc driver injured in clsn w statnry object in traf
V175,V,Pedl cyc passenger injured in clsn w statnry object in traf
V179,V,Unsp pedl cyclst injured in clsn w statnry object in traf
V18,V,Pedal cycle rider injured in noncollision transport acciden
V180,V,Pedl cyc driver injured in nonclsn trnsp accident nontraf
V181,V,Pedl cyc pasngr injured in nonclsn trnsp accident nontraf
V182,V,Unsp pedl cyclst injured in nonclsn trnsp accident nontraf
V183,V,Prsn brd/alit pedl cyc injured in nonclsn transport acciden
V184,V,Pedl cyc driver injured in nonclsn trnsp accident in traf
V185,V,Pedl cyc pasngr injured in nonclsn trnsp accident in traf
V189,V,Unsp pedl cyclst injured in nonclsn trnsp accident in traf
V19,V,Pedl cyc rider injured in oth and unsp transport accidents
V190,V,Pedl cyc driver injured in clsn w oth and unsp mv nontraf
V1900,V,Pedal cycle driver injured in collision w unsp mv nontraf
V1909,V,Pedal cycle driver injured in collision w oth mv nontraf
V191,V,Pedl cyc passenger injured in clsn w oth and unsp mv nontra
V1910,V,Pedal cycle passenger injured in collision w unsp mv nontra
V1919,V,Pedal cycle passenger injured in collision w oth mv nontraf
V192,V,Unsp pedl cyclst injured in clsn w oth and unsp mv nontraf
V1920,V,Unsp pedal cyclist injured in collision w unsp mv nontraf
V1929,V,Unsp pedal cyclist injured in collision w oth mv nontraf
V193,V,Pedal cyclist (driver) (passenger) injured in unsp nontraf
V194,V,Pedl cyc driver injured in clsn w oth and unsp mv in traf
V1940,V,Pedal cycle driver injured in collision w unsp mv in traf
V1949,V,Pedal cycle driver injured in collision w oth mv in traf
V195,V,Pedl cyc passenger injured in clsn w oth and unsp mv in tra
V1950,V,Pedal cycle passenger injured in collision w unsp mv in tra
V1959,V,Pedal cycle passenger injured in collision w oth mv in traf
V196,V,Unsp pedl cyclst injured in clsn w oth and unsp mv in traf
V1960,V,Unsp pedal cyclist injured in collision w unsp mv in traf
V1969,V,Unsp pedal cyclist injured in collision w oth mv in traf
V198,V,Pedl cyclst (driver) injured in oth transport accidents
V1981,V,Pedl cyclst injured in trnsp accident w military vehicle
V1988,V,Pedl cyclst (driver) injured in oth transport accidents
V199,V,Pedal cyclist (driver) (passenger) injured in unsp traf
V20,V,Motorcycle rider injured in collision w pedestrian or anima
V200,V,Motorcycle driver injured in collision w ped/anml nontraf
V2001,V,Electc bike driver injured in clsn with ped/anml nontraf
V2009,V,Other mtrcy driver injured in clsn with ped/anml nontraf
V201,V,Motorcycle passenger injured in collision w ped/anml nontra
V2011,V,Electc bike passenger injured in clsn with ped/anml nontraf
V2019,V,Other mtrcy passenger injured in clsn with ped/anml nontraf
V202,V,Unsp mtrcy rider injured in collision w ped/anml nontraf
V2021,V,Unsp electc bike rider injured in clsn with ped/anml nontra
V2029,V,Unsp rider of mtrcy injured in clsn with ped/anml nontraf
V203,V,Prsn brd/alit a motorcycle injured in collision w ped/anml
V2031,V,Prsn brd/alit an electc bike injured in clsn with ped/anml
V2039,V,Prsn brd/alit other mtrcy injured in collision with ped/anm
V204,V,Motorcycle driver injured in collision w ped/anml in traf
V2041,V,Electc bike driver injured in clsn with ped/anml in traf
V2049,V,Other mtrcy driver injured in clsn with ped/anml in traf
V205,V,Motorcycle passenger injured in collision w ped/anml in tra
V2051,V,Electc bike passenger injured in clsn with ped/anml in traf
V2059,V,Other mtrcy passenger injured in clsn with ped/anml in traf
V209,V,Unsp mtrcy rider injured in collision w ped/anml in traf
V2091,V,Unsp electc bike rider injured in clsn with ped/anml in tra
V2099,V,Unsp rider of mtrcy injured in clsn with ped/anml in traf
V21,V,Motorcycle rider injured in collision with pedal cycle
V210,V,Motorcycle driver injured in collision w pedal cycle nontra
V2101,V,Electc bike driver injured in clsn with pedl cyc nontraf
V2109,V,Other mtrcy driver injured in clsn with pedl cyc nontraf
V211,V,Motorcycle passenger injured in collision w pedl cyc nontra
V2111,V,Electc bike passenger injured in clsn with pedl cyc nontraf
V2119,V,Other mtrcy passenger injured in clsn with pedl cyc nontraf
V212,V,Unsp mtrcy rider injured in collision w pedl cyc nontraf
V2121,V,Unsp electc bike rider injured in clsn with pedl cyc nontra
V2129,V,Unsp rider of mtrcy injured in clsn with pedl cyc nontraf
V213,V,Prsn brd/alit mtrcy injured in collision w pedal cycle
V2131,V,Prsn brd/alit an electc bike injured in clsn with pedl cyc
V2139,V,Prsn brd/alit other mtrcy injured in collision with pedl cy
V214,V,Motorcycle driver injured in collision w pedal cycle in tra
V2141,V,Electc bike driver injured in clsn with pedl cyc in traf
V2149,V,Other mtrcy driver injured in clsn with pedl cyc in traf
V215,V,Motorcycle passenger injured in collision w pedl cyc in tra
V2151,V,Electc bike passenger injured in clsn with pedl cyc in traf
V2159,V,Other mtrcy passenger injured in clsn with pedl cyc in traf
V219,V,Unsp mtrcy rider injured in collision w pedl cyc in traf
V2191,V,Unsp electc bike rider injured in clsn with pedl cyc in tra
V2199,V,Unsp rider of mtrcy injured in clsn with pedl cyc in traf
V22,V,Motorcycle rider injured in collision w 2/3-whl mv
V220,V,Motorcycle driver injured in collision w 2/3-whl mv nontraf
V2201,V,Electc bike driver injured in collision 2/3whl nontraf
V2209,V,Other motorcycle driver injured in collision 2/3whl nontraf
V221,V,Mtrcy passenger injured in collision w 2/3-whl mv nontraf
V2211,V,Electc bike passenger injured in collision 2/3whl nontraf
V2219,V,Other mtrcy passenger injured in collision 2/3whl nontraf
V222,V,Unsp mtrcy rider injured in collision w 2/3-whl mv nontraf
V2221,V,Unsp electc bike rider injured in collision 2/3whl nontraf
V2229,V,Unsp rider of other mtrcy injured in clsn 2/3whl nontraf
V223,V,Prsn brd/alit a motorcycle injured in collision w 2/3-whl m
V2231,V,Prsn brd/alit an electc bike injured in collision 2/3whl
V2239,V,Prsn brd/alit other motorcycle injured in collision 2/3whl
V224,V,Motorcycle driver injured in collision w 2/3-whl mv in traf
V2241,V,Electc bike driver injured in collision 2/3whl in traf
V2249,V,Other motorcycle driver injured in collision 2/3whl in traf
V225,V,Mtrcy passenger injured in collision w 2/3-whl mv in traf
V2251,V,Electc bike passenger injured in collision 2/3whl in traf
V2259,V,Other mtrcy passenger injured in collision 2/3whl in traf
V229,V,Unsp mtrcy rider injured in collision w 2/3-whl mv in traf
V2291,V,Unsp electc bike rider injured in collision 2/3whl in traf
V2299,V,Unsp rider of other mtrcy injured in clsn 2/3whl in traf
V23,V,"Motorcycle rider injured pick-up truck, pick-up truck or va"
V230,V,"Motorcycle driver injured pick-up truck, pk-up/van nontraf"
V2301,V,Electc bike driver injured in collision with car/van nontra
V2309,V,Other motorcycle driver injured pick-up truck/van nontraf
V231,V,"Mtrcy passenger injured pick-up truck, pk-up/van nontraf"
V2311,V,Electc bike passenger injured pick-up truck/van nontraf
V2319,V,Other motorcycle passenger injured pick-up truck/van nontra
V232,V,"Unsp mtrcy rider injured pick-up truck, pk-up/van nontraf"
V2321,V,Unsp electc bike rider injured pick-up truck/van nontraf
V2329,V,Unsp rider of other mtrcy injured pick-up truck/van nontraf
V233,V,"Prsn brd/alit a motorcycle injured pick-up truck, pk-up/van"
V2331,V,Prsn brd/alit an electc bike injured pick-up truck/van
V2339,V,Prsn brd/alit other motorcycle injured pick-up truck/van
V234,V,"Motorcycle driver injured pick-up truck, pk-up/van in traf"
V2341,V,Electc bike driver injured pick-up truck/van in traf
V2349,V,Other motorcycle driver injured pick-up truck/van in traf
V235,V,"Mtrcy passenger injured pick-up truck, pk-up/van in traf"
V2351,V,Electc bike passenger injured pick-up truck/van in traf
V2359,V,Other motorcycle passenger injured pick-up truck/van in tra
V239,V,"Unsp mtrcy rider injured pick-up truck, pk-up/van in traf"
V2391,V,Unsp electc bike rider injured pick-up truck/van in traf
V2399,V,Unsp rider of other mtrcy injured pick-up truck/van in traf
V24,V,Motorcycle rider injured in collision w hv veh
V240,V,Motorcycle driver injured in collision w hv veh nontraf
V2401,V,Electc bike driver injured in collision with hv veh nontraf
V2409,V,Other mtrcy driver injured in collision with hv veh nontraf
V241,V,Motorcycle passenger injured in collision w hv veh nontraf
V2411,V,Electc bike passenger injured in clsn with hv veh nontraf
V2419,V,Other mtrcy passenger injured in clsn with hv veh nontraf
V242,V,Unsp motorcycle rider injured in collision w hv veh nontraf
V2421,V,Unsp electc bike rider injured in clsn with hv veh nontraf
V2429,V,Unsp rider of mtrcy injured in clsn with hv veh nontraf
V243,V,Prsn brd/alit a motorcycle injured in collision w hv veh
V2431,V,Prsn brd/alit an electc bike injured in clsn with hv veh
V2439,V,Prsn brd/alit other mtrcy injured in collision with hv veh
V244,V,Motorcycle driver injured in collision w hv veh in traf
V2441,V,Electc bike driver injured in collision with hv veh in traf
V2449,V,Other mtrcy driver injured in collision with hv veh in traf
V245,V,Motorcycle passenger injured in collision w hv veh in traf
V2451,V,Electc bike passenger injured in clsn with hv veh in traf
V2459,V,Other mtrcy passenger injured in clsn with hv veh in traf
V249,V,Unsp motorcycle rider injured in collision w hv veh in traf
V2491,V,Unsp electc bike rider injured in clsn with hv veh in traf
V2499,V,Unsp rider of mtrcy injured in clsn with hv veh in traf
V25,V,Motorcycle rider injured in collision w rail trn/veh
V250,V,Mtrcy driver injured in collision w rail trn/veh nontraf
V2501,V,Electc bike driver injured in collision train/veh nontraf
V2509,V,Other mtrcy driver injured in collision train/veh nontraf
V251,V,Mtrcy passenger injured in collision w rail trn/veh nontraf
V2511,V,Electc bike passenger injured in collision train/veh nontra
V2519,V,Other mtrcy passenger injured in collision train/veh nontra
V252,V,Unsp mtrcy rider injured in collision w rail trn/veh nontra
V2521,V,Unsp electc bike rider injured in clsn train/veh nontraf
V2529,V,Unsp rider of other mtrcy injured in clsn train/veh nontraf
V253,V,Prsn brd/alit mtrcy injured in collision w rail trn/veh
V2531,V,Prsn brd/alit an electc bike injured in collision train/veh
V2539,V,Prsn brd/alit other mtrcy injured in collision train/veh
V254,V,Mtrcy driver injured in collision w rail trn/veh in traf
V2541,V,Electc bike driver injured in collision train/veh in traf
V2549,V,Other mtrcy driver injured in collision train/veh in traf
V255,V,Mtrcy passenger injured in collision w rail trn/veh in traf
V2551,V,Electc bike passenger injured in collision train/veh in tra
V2559,V,Other mtrcy passenger injured in collision train/veh in tra
V259,V,Unsp mtrcy rider injured in collision w rail trn/veh in tra
V2591,V,Unsp electc bike rider injured in clsn train/veh in traf
V2599,V,Unsp rider of other mtrcy injured in clsn train/veh in traf
V26,V,Motorcycle rider injured in collision w oth nonmotor vehicl
V260,V,Mtrcy driver injured in collision w nonmtr vehicle nontraf
V2601,V,Electc bike driver injured in collision oth non-mv nontraf
V2609,V,Other mtrcy driver injured in collision oth non-mv nontraf
V261,V,Mtrcy passenger injured in clsn w nonmtr vehicle nontraf
V2611,V,Electc bike passenger injured in clsn oth non-mv nontraf
V2619,V,Other mtrcy passenger injured in clsn oth non-mv nontraf
V262,V,Unsp mtrcy rider injured in clsn w nonmtr vehicle nontraf
V2621,V,Unsp electc bike rider injured in clsn oth non-mv nontraf
V2629,V,Unsp rider of other mtrcy injured in clsn oth non-mv nontra
V263,V,Prsn brd/alit mtrcy injured in collision w nonmtr vehicle
V2631,V,Prsn brd/alit an electc bike injured in collision oth non-m
V2639,V,Prsn brd/alit other mtrcy injured in collision oth non-mv
V264,V,Mtrcy driver injured in collision w nonmtr vehicle in traf
V2641,V,Electc bike driver injured in collision oth non-mv in traf
V2649,V,Other mtrcy driver injured in collision oth non-mv in traf
V265,V,Mtrcy passenger injured in clsn w nonmtr vehicle in traf
V2651,V,Electc bike passenger injured in clsn oth non-mv in traf
V2659,V,Other mtrcy passenger injured in clsn oth non-mv in traf
V269,V,Unsp mtrcy rider injured in clsn w nonmtr vehicle in traf
V2691,V,Unsp electc bike rider injured in clsn oth non-mv in traf
V2699,V,Unsp rider of other mtrcy injured in clsn oth non-mv in tra
V27,V,Motorcycle rider injured in collision w statnry object
V270,V,Mtrcy driver injured in collision w statnry object nontraf
V2701,V,Electc bike driver inj in clsn with statnry object nontraf
V2709,V,Other mtrcy driver inj in clsn with statnry object nontraf
V271,V,Mtrcy passenger injured in clsn w statnry object nontraf
V2711,V,Electc bike pasngr inj in clsn with statnry object nontraf
V2719,V,Other mtrcy pasngr inj in clsn with statnry object nontraf
V272,V,Unsp mtrcy rider injured in clsn w statnry object nontraf
V2721,V,Unsp electc bike rider inj clsn with statnry object nontraf
V2729,V,Unsp rider of mtrcy inj in clsn with statnry object nontraf
V273,V,Prsn brd/alit mtrcy injured in collision w statnry object
V2731,V,Prsn brd/alit an electc bike inj in clsn with statnry objec
V2739,V,Prsn brd/alit other mtrcy inj in clsn with statnry object
V274,V,Mtrcy driver injured in collision w statnry object in traf
V2741,V,Electc bike driver inj in clsn with statnry object in traf
V2749,V,Other mtrcy driver inj in clsn with statnry object in traf
V275,V,Mtrcy passenger injured in clsn w statnry object in traf
V2751,V,Electc bike pasngr inj in clsn with statnry object in traf
V2759,V,Other mtrcy pasngr inj in clsn with statnry object in traf
V279,V,Unsp mtrcy rider injured in clsn w statnry object in traf
V2791,V,Unsp electc bike rider inj clsn with statnry object in traf
V2799,V,Unsp rider of mtrcy inj in clsn with statnry object in traf
V28,V,Motorcycle rider injured in noncollision transport accident
V280,V,Mtrcy driver injured in nonclsn transport accident nontraf
V2801,V,Electc bike driver injured in nonclsn trnsp accident nontra
V2809,V,Other mtrcy driver injured in nonclsn trnsp accident nontra
V281,V,Mtrcy pasngr injured in nonclsn transport accident nontraf
V2811,V,Electc bike pasngr injured in nonclsn trnsp accident nontra
V2819,V,Other mtrcy pasngr injured in nonclsn trnsp accident nontra
V282,V,Unsp mtrcy rider injured in nonclsn trnsp accident nontraf
V2821,V,Unsp electc bike rider injured in nonclsn trnsp acc nontraf
V2829,V,Unsp rider of mtrcy injured in nonclsn trnsp acc nontraf
V283,V,Prsn brd/alit mtrcy injured in nonclsn transport accident
V2831,V,Prsn brd/alit an electc bike injured in nonclsn trnsp acc
V2839,V,Prsn brd/alit other mtrcy injured in nonclsn trnsp accident
V284,V,Mtrcy driver injured in nonclsn transport accident in traf
V2841,V,Electc bike driver injured in nonclsn trnsp accident in tra
V2849,V,Other mtrcy driver injured in nonclsn trnsp accident in tra
V285,V,Mtrcy pasngr injured in nonclsn transport accident in traf
V2851,V,Electc bike pasngr injured in nonclsn trnsp accident in tra
V2859,V,Other mtrcy pasngr injured in nonclsn trnsp accident in tra
V289,V,Unsp mtrcy rider injured in nonclsn trnsp accident in traf
V2891,V,Unsp electc bike rider injured in nonclsn trnsp acc in traf
V2899,V,Unsp rider of mtrcy injured in nonclsn trnsp acc in traf
V29,V,Motorcycle rider injured in oth and unsp transport accident
V290,V,Mtrcy driver injured in collision w oth and unsp mv nontraf
V2900,V,Motorcycle driver injured in collision w unsp mv nontraf
V29001,V,Electc bike driver injured in collision with unsp mv nontra
V29008,V,Other mtrcy driver injured in collision with unsp mv nontra
V2909,V,Motorcycle driver injured in collision w oth mv nontraf
V29091,V,Electc bike driver injured in collision with oth mv nontraf
V29098,V,Other mtrcy driver injured in collision with oth mv nontraf
V291,V,Mtrcy passenger injured in clsn w oth and unsp mv nontraf
V2910,V,Motorcycle passenger injured in collision w unsp mv nontraf
V29101,V,Electc bike passenger injured in clsn with unsp mv nontraf
V29108,V,Other mtrcy passenger injured in clsn with unsp mv nontraf
V2919,V,Motorcycle passenger injured in collision w oth mv nontraf
V29191,V,Electc bike passenger injured in clsn with oth mv nontraf
V29198,V,Other mtrcy passenger injured in clsn with oth mv nontraf
V292,V,Unsp mtrcy rider injured in clsn w oth and unsp mv nontraf
V2920,V,Unsp motorcycle rider injured in collision w unsp mv nontra
V29201,V,Unsp electc bike rider injured in clsn with unsp mv nontraf
V29208,V,Unsp rider of mtrcy injured in clsn with unsp mv nontraf
V2929,V,Unsp motorcycle rider injured in collision w oth mv nontraf
V29291,V,Unsp electc bike rider injured in clsn with oth mv nontraf
V29298,V,Unsp rider of mtrcy injured in clsn with oth mv nontraf
V293,V,Motorcycle rider (driver) injured in unsp nontraf
V2931,V,Electc bike (driver) injured in unspecified nontraf
V2939,V,Other motorcycle (driver) injured in unspecified nontraf
V294,V,Mtrcy driver injured in collision w oth and unsp mv in traf
V2940,V,Motorcycle driver injured in collision w unsp mv in traf
V29401,V,Electc bike driver injured in collision with unsp mv in tra
V29408,V,Other mtrcy driver injured in collision with unsp mv in tra
V2949,V,Motorcycle driver injured in collision w oth mv in traf
V29491,V,Electc bike driver injured in collision with oth mv in traf
V29498,V,Other mtrcy driver injured in collision with oth mv in traf
V295,V,Mtrcy passenger injured in clsn w oth and unsp mv in traf
V2950,V,Motorcycle passenger injured in collision w unsp mv in traf
V29501,V,Electc bike passenger injured in clsn with unsp mv in traf
V29508,V,Other mtrcy passenger injured in clsn with unsp mv in traf
V2959,V,Motorcycle passenger injured in collision w oth mv in traf
V29591,V,Electc bike passenger injured in clsn with oth mv in traf
V29598,V,Other mtrcy passenger injured in clsn with oth mv in traf
V296,V,Unsp mtrcy rider injured in clsn w oth and unsp mv in traf
V2960,V,Unsp motorcycle rider injured in collision w unsp mv in tra
V29601,V,Unsp electc bike rider injured in clsn with unsp mv in traf
V29608,V,Unsp rider of mtrcy injured in clsn with unsp mv in traf
V2969,V,Unsp motorcycle rider injured in collision w oth mv in traf
V29691,V,Unsp electc bike rider injured in clsn with oth mv in traf
V29698,V,Unsp rider of mtrcy injured in clsn with oth mv in traf
V298,V,Motorcycle rider (driver) injured in oth transport accident
V2981,V,Mtrcy rider injured in trnsp accident w military vehicle
V29811,V,Electc bike rider injured in trnsp acc with military vehicl
V29818,V,Rider of mtrcy injured in trnsp acc with miltry vehicle
V2988,V,Motorcycle rider (driver) injured in oth transport accident
V29881,V,Electc bike rider (driver) injured in oth transport acc
V29888,V,Rider (driver) of other mtrcy injured in oth transport acc
V299,V,Motorcycle rider (driver) (passenger) injured in unsp traf
V2991,V,Electc bike rider (driver) injured in unspecified traf
V2999,V,Rider (driver) of other motorcycle injured in unsp traf
V30,V,Occupant of 3-whl mv injured in collision w ped/anml
V300,V,Driver of 3-whl mv injured in collision w ped/anml nontraf
V301,V,Passenger in 3-whl mv injured in clsn w ped/anml nontraf
V302,V,Person outside 3-whl mv injured in clsn w ped/anml nontraf
V303,V,Occup of 3-whl mv injured in collision w ped/anml nontraf
V304,V,Prsn brd/alit a 3-whl mv injured in collision w ped/anml
V305,V,Driver of 3-whl mv injured in collision w ped/anml in traf
